Track,Artist,RL,Release Date,Spotify Streams,TikTok Views,Shazam Counts,Explicit Track
Despuï¿½ï¿½s de la P,Bad Bunny,1,5/6/2022,"542,751,537","803,525,888","1,359,456",0
You Say,Lauren Daigle,,7/13/2018,"542,480,898","401,544,074","10,103,507",0
La Forma en Que Me Miras,Super Yei,,8/4/2018,"541,468,772","269,813,115","1,768,304",0
pov,Ariana Grande,1,10/30/2020,"541,397,856","1,082,235,761","1,320,353",0
Por las Noches,Peso Pluma,,6/11/2021,"541,105,655","616,205,518","798,096",0
Hype Boy,NewJeans,,8/1/2022,"541,018,402","1,096,877,338","474,609",0
Location (feat. Burna Boy),Dave,,3/8/2019,"540,907,681","65,403,430","1,899,818",1
ceilings,Lizzy McAlpine,,4/8/2022,"540,382,129","2,631,370,364","1,224,138",0
10:35,Tiï¿½ï¿,,11/3/2022,"539,802,784","119,710,596","2,064,142",0
Boyfriend,Justin Bieber,,1/1/2012,"538,918,222","149,188,520","3,052,967",0
High Fashion (feat. Mustard),Roddy Ricch,,12/6/2019,"538,059,363","1,413,496,668","2,942,911",1
The Weekend,SZA,0,6/9/2017,"537,523,729","103,430,758","1,833,030",1
Camelot,NLE Choppa,,9/13/2019,"537,163,250","45,616,164","803,474",1
Bejeweled,Taylor Swift,1,10/21/2022,"536,110,386","1,573,795,763","361,280",0
Jordan,Ryan Castro,,4/30/2021,"535,847,791","5,134,093,462","1,079,602",0
Miss The Rage (feat. Playboi Carti),Trippie Redd,,5/7/2021,"535,695,469","1,011,224,005","1,525,672",1
Fuera del mercado,Danny Ocean,,2/17/2022,"535,013,440","4,479,627,831","1,371,874",1
2/Catorce,Rauw Alejandro,,2/14/2021,"534,981,600","2,285,726,710","1,847,960",1
Jar of Hearts,Christina Perri,,7/27/2010,"534,874,667","109,689,471","6,027,852",0
Un Coco,Bad Bunny,1,5/6/2022,"534,736,940","327,984,369","751,985",0
BOOMBAYAH,BLACKPINK,,8/8/2016,"534,374,502","368,912,538","1,251,070",0
Angel Baby,Troye Sivan,,9/9/2021,"533,416,336","4,418,855,338","1,409,744",0
I KNOW ?,Travis Scott,,7/28/2023,"532,605,345","947,194,801","1,861,958",1
Mirror,Lil Wayne,,1/1/2011,"531,877,344","478,863,160","3,832,905",1
GIRL LIKE ME,Black Eyed Peas,,6/18/2020,"529,404,392","583,303,862","4,139,682",1
Ocean (feat. Khalid),Martin Garrix,,6/15/2018,"529,175,442","102,987,831","2,849,471",0
El Merengue,Marshmello,,3/3/2023,"528,420,867","451,806,178","3,007,373",0
Let You Love Me,Rita Ora,,9/21/2018,"527,760,843","367,325,979","5,278,882",0
MAMACITA,Black Eyed Peas,,4/9/2020,"527,632,887","479,492,465","6,266,607",1
La Rompe Corazones,Daddy Yankee,,1/13/2017,"526,264,393","34,073,736","1,741,563",0
Can't Remember to Forget You,Shakira,,1/13/2014,"526,083,566","212,271,619","5,075,463",0
Parï¿½,Ingratax,,7/9/2021,"526,025,120","2,209,200,556","819,536",0
Homicide (feat. Eminem),Logic,,5/3/2019,"526,019,789","21,779,736","850,346",1
Trust,Brent Faiyaz,,10/19/2018,"526,007,719","705,148,582","1,441,297",1
Shameless,Camila Cabello,,9/5/2019,"524,463,179","1,255,373,850","4,462,173",0
Losing It,FISHER,,7/13/2018,"523,954,769","313,069,043","8,854,107",0
Element,Pop Smoke,,2/7/2020,"523,416,171","223,524,052","916,192",1
Tu Falta De Querer,Mon Laferte,,8/21/2015,"522,954,525","155,253,912","1,704,760",0
Baby (Lil Baby feat. DaBaby),Quality Control,,7/17/2019,"522,143,496","125,604,010","1,797,781",1
Ginza,J Balvin,,6/23/2015,"521,328,627","122,727,381","8,748,575",0
La Vï¿½ï¿½c,Xavi,,8/19/2023,"521,116,293","107,781,205","988,007",1
What's My Name?,Rihanna,,1/1/2010,"520,418,822","32,366","3,970,903",0
Do It Again,Pia Mia,,5/4/2015,"520,407,542","523,812,670","233,549",1
Fast Car,Luke Combs,,3/24/2023,"518,988,585","924,204,888","3,108,167",0
Tattoo,Loreen,,2/25/2023,"518,846,340","718,955,243","7,777,679",0
De Los Besos Que Te Di,Christian Nodal,,4/15/2019,"518,477,840","135,032,701","1,164,732",0
My Head & My Heart,Ava Max,,9/18/2020,"518,293,446","76,367,154","5,212,093",0
cï¿½ï¿½mo dormi,Rels B,,8/4/2022,"516,560,181","544,497,354","340,443",1
What Ifs (feat. Lauren Alaina),Kane Brown,,12/2/2016,"516,523,975","10,506,569","1,925,032",0
My Ordinary Life,The Living Tombstone,,11/23/2017,"516,198,914","1,835,649,149","5,252,776",0
This Side of Paradise,Coyote Theory,,12/11/2020,"515,923,885","2,574,138,698","2,561,309",0
We're Good,Dua Lipa,,2/11/2021,"515,693,079","200,621,230","2,909,613",0
Mamichula - con Nicki Nicole,Trueno,,7/23/2020,"515,582,705","348,605,056","634,470",0
Barking,Ramz,,12/1/2017,"514,888,081","941,134,581","2,693,743",0
Say Yes To Heaven,Lana Del Rey,,3/17/2023,"513,353,284","152,008,937","3,754,332",0
Hell N Back,Bakar,,8/14/2019,"512,194,074","1,524,936,587","2,988,493",1
Vista Al Mar,Quevedo,,9/9/2022,"511,726,944","193,905,770","596,476",0
Ch y la Pizza,Fuerza Regida,,12/1/2022,"511,421,362","204,148,897","739,587",1
Like That (feat. Gucci Mane),Doja Cat,,11/7/2019,"510,302,007","1,918,118,365","3,413,408",1
NUMB,XXXTENTACION,,3/16/2018,"510,136,819","202,031,125","1,643,067",0
Agora Hills,Doja Cat,,9/22/2023,"509,653,100","544,437,406","4,295,361",1
OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,,8/13/2021,"509,445,605","16,050,371","3,151,561",0
Daisy,Ashnikko,,7/9/2020,"509,353,753","842,856,226","2,842,135",1
Baby Don't Hurt Me,David Guetta,,4/7/2023,"509,231,024",312,"3,375,037",0
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,,2/13/2019,"509,011,250","685,543,612","3,377,256",0
Limbo,Daddy Yankee,,1/1/2012,"508,914,869","73,318,392","5,615,561",0
Only Human,Jonas Brothers,,6/7/2019,"508,463,163","45,970,559","7,575,291",0
Caramelo,Ozuna,,6/11/2020,"508,151,972","387,733,644","1,234,460",0
SUGAR,BROCKHAMPTON,,6/22/2019,"507,842,421","1,350,079,629","1,260,838",1
Soy Peor,Bad Bunny,1,12/8/2016,"507,652,985","85,135,882","1,776,984",1
You Know You Like It,DJ Snake,,10/14/2014,"506,083,686","53,859,932","14,034,296",0
Say Something (feat. Chris Stapleton),Justin Timberlake,,1/25/2018,"505,748,520","7,107,254","6,318,285",0
What A Man Gotta Do,Jonas Brothers,,1/17/2020,"505,295,731","48,126,470","2,572,578",0
Reckless,Madison Beer,,6/4/2021,"504,851,489","763,454,337","845,428",0
Nostï¿½ï¿½l,Rvssian,,9/8/2021,"503,972,431","544,513,130","2,021,548",1
I Feel Like I'm Drowning,Two Feet,,11/10/2017,"503,915,156","485,983,172","5,040,350",0
Imitadora,Romeo Santos,,6/23/2017,"503,904,686","979,585,978","2,520,475",0
Let Me Know (I Wonder Why Freestyle),Juice WRLD,,7/1/2019,"503,584,339","126,546,185","1,953,038",1
Chemical,Post Malone,,4/14/2023,"503,574,147","134,469,226","2,334,089",1
More Than My Hometown,Morgan Wallen,,4/17/2020,"503,296,417","124,574,139","986,413",0
Amigos Con Derechos,Reik,,8/31/2018,"503,187,980","40,522,645","1,724,848",0
We Don't Talk About Bruno,Carolina Gaitï¿½ï¿½n - La G,,11/19/2021,"502,781,351","3,341,780,836","828,770",0
LALISA,LISA,,9/10/2021,"502,655,066","1,612,602,199","1,084,041",0
Matilda,Harry Styles,,5/20/2022,"502,585,349","395,014,106","377,249",0
Sabor Fresa,Fuerza Regida,,6/22/2023,"502,536,183","866,457,165","591,279",1
Trip,Ella Mai,,8/3/2018,"502,147,027","208,386,139","3,345,381",0
Ex's & Oh's,Elle King,,1/1/2014,"501,915,477","29,687,816","11,012,948",0
Got It On Me,Pop Smoke,,7/3/2020,"501,468,322","199,737,055","855,218",1
21,Polo G,,5/15/2020,"500,766,243","22,513,039","436,240",1
Un Ratito,Bad Bunny,1,5/6/2022,"500,671,737","66,367,676","796,992",0
She Don't Give a Fo,Duki,,12/7/2017,"500,565,437","217,482,856","995,726",0
Tï¿½ï¿½ ,Ozuna,,8/25/2017,"500,508,660","136,354,987","1,325,578",0
Cry,Cigarettes After Sex,,10/25/2019,"499,764,238","438,475,493","1,822,950",0
Tell Em,Cochise,,5/28/2021,"499,262,863","685,647,449","3,065,126",1
Don't Go Yet,Camila Cabello,,7/23/2021,"499,085,551","864,218,422","3,990,487",0
Monotonï¿½,Shakira,,10/19/2022,"498,744,348","38,341","913,182",0
Took Her To The O,King Von,,2/21/2020,"497,832,707","644,816,718","1,146,823",1
Drama (feat. Drake),Roy Woods,,7/31/2015,"497,826,683","178,226,220","1,308,034",1
TQM,Fuerza Regida,,5/19/2023,"497,682,165","824,220,151","616,368",1
Si Te Pudiera Mentir,Calibre 50,,8/16/2019,"497,062,969","774,581,354","1,647,173",0
Shotta Flow [Remix],NLE Choppa,,6/20/2019,"496,344,788","31,236,119","611,475",1
Close Eyes,DVRST,,2/1/2021,"495,840,131","2,643,309,542","3,204,964",1
Goosebumps,HVME,,6/12/2020,"495,274,429","354,473,655","2,916,022",1
Chica Ideal,Sebastian Yatra,,10/16/2020,"494,889,776","308,973,919","1,193,044",0
Bella y Sensual,Romeo Santos,,7/21/2017,"494,373,634","40,949,580","1,736,972",0
If You Want Love,NF,,10/6/2017,"493,699,616","43,620,157","1,344,159",0
Houdini,Dua Lipa,,11/9/2023,"493,627,071","386,610,043","2,389,957",0
Hide Away,Daya,,4/22/2015,"493,444,344","1,951,015,670","4,367,770",0
Envy Me,Calboy,,9/13/2018,"492,873,992","1,010,801,789","2,325,132",1
No Te Contaron Mal,Christian Nodal,,9/7/2018,"492,542,256","34,264,578","1,316,575",0
Jugaste y Sufrï¿,Eslabon Armado,,12/18/2020,"492,509,763","624,633,508","2,849,462",0
Rolex,Ayo & Teo,,3/15/2017,"491,634,627","541,006,747","4,960,587",0
Hot N*gga,Bobby Shmurda,,7/25/2014,"491,313,680","300,243,753","4,169,134",1
X SI VOLVEMOS,KAROL G,,2/3/2023,"491,242,756","77,308,719","734,819",1
Azul,J Balvin,,3/19/2020,"489,654,759","491,920,895","994,262",0
Feather,Sabrina Carpenter,,3/17/2023,"488,979,989","443,060,258","1,261,815",1
Favorito,Camilo,,3/26/2020,"488,713,982","712,167,034","848,173",0
Better Days (NEIKED x Mae Muller x Polo G),NEIKED,,9/24/2021,"487,150,595","1,449,246,797","2,467,380",0
Me Too,Meghan Trainor,,5/5/2016,"486,842,946","1,329,533,689","7,376,713",0
Love Is Gone - Acoustic,SLANDER,,11/13/2019,"486,647,778","147,581,751","3,817,868",0
Morado,J Balvin,,1/9/2020,"485,274,842","96,188,508","1,227,531",0
223's (feat. 9lokknine),YNW Melly,,8/9/2019,"484,542,375","999,433,711","1,457,720",1
In Da Getto,J Balvin,,7/2/2021,"484,375,103","6,219,918,723","7,336,982",0
Ramenez la coupe ï¿½ï¿½ la ma,Vegedream,,7/17/2018,"482,859,077","3,084,440,795","4,684,186",0
Toda Remix - Remix,Alex Rose,,6/1/2018,"482,021,697","289,741,256","2,148,531",1
Birthday Sex,Jeremih,,1/1/2009,"481,414,844","258,300","3,371,435",0
BED,Joel Corry,,2/26/2021,"480,737,112","149,754,997","2,464,219",0
Baila Conmigo (with Rauw Alejandro),Selena Gomez,,1/29/2021,"479,276,199","303,099,826","1,495,399",0
Ain't Your Mama,Jennifer Lopez,,4/7/2016,"478,791,369","281,205,271","4,680,196",0
Nunca Es Suficiente,Los ï¿½ï¿½ngeles Az,,4/20/2018,"478,494,818","145,723,405","3,116,053",0
MONACO,Bad Bunny,1,10/13/2023,"478,150,858","2,111,289,492","2,255,465",1
Love Songs - Bonus,Kaash Paige,,11/19/2018,"478,086,665","1,196,836,319","2,435,456",0
this is what falling in love feels like,JVKE,,9/3/2021,"477,620,800","2,841,508,008","2,230,806",0
Gangnam Style (ï¿½ï¿½ï¿½ï¿½ï¿½ï,PSY,,1/1/2012,"477,162,323","578,660,460","7,977,546",0
La Tï¿½ï¿½,Farruko,,7/24/2020,"476,699,016","201,544,043","1,386,076",0
T-Shirt,Migos,,1/13/2017,"476,546,062","81,330,455","2,262,525",1
Give It To Me - Full Vocal Mix,Matt Sassari,,10/22/2021,"476,476,352","12,295,262","271,088",0
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,,12/5/2018,"475,881,575","41,147,911","710,406",1
512,Mora,,2/5/2021,"475,820,416","369,308,687","698,305",1
Tadow,Masego,,10/6/2017,"475,786,302","1,965,697,775","6,595,975",0
FANCY,TWICE,0,4/22/2019,"475,639,302","423,648,556","462,489",0
ZITTI E BUONI,Mï¿½ï¿½ne,,3/3/2021,"475,549,122","628,509,922","2,395,559",1
Crï¿½ï¿,KAROL G,,11/2/2018,"474,863,499","21,632,035","51,229",0
EL AMOR DE SU VIDA,Grupo Frontera,,8/3/2023,"474,590,289","509,287,649","1,173,817",0
Bangarang (feat. Sirah),Skrillex,,12/23/2011,"474,420,154","1,383,691,192","5,198,362",1
You're Somebody Else,flora cash,,4/21/2017,"473,059,298","793,624,604","4,844,008",0
Forever After All,Luke Combs,,10/23/2020,"472,886,929","454,676,514","1,332,172",0
Happiest Year,Jaymes Young,,6/23/2017,"472,408,276","3,526,073,258","1,724,972",0
Entre Nosotros,Tiago PZK,,7/8/2021,"472,107,491","295,962,547","1,367,342",0
GOOBA,6ix9ine,,5/8/2020,"472,027,271","4,846,286,370","2,224,515",1
Psycho,Red Velvet,,12/23/2019,"471,042,668","222,663,523","578,357",0
Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,,6/23/2023,"470,659,154","1,220,529,181","1,637,333",1
The Kind of Love We Make,Luke Combs,,6/17/2022,"470,340,261","395,041,727","1,452,588",0
Shirt,SZA,0,10/28/2022,"469,322,271","419,727,783","1,516,065",1
Ya No Somos Ni Seremos,Christian Nodal,,2/18/2022,"469,278,591","572,889,929","1,140,459",0
Relaciï¿½,Sech,,4/2/2020,"468,900,803","1,052,766,873","1,507,000",0
Quiï¿½ï¿½reme Mientras Se P,Manuel Turizo,,5/1/2020,"467,670,966","306,310,424","918,617",0
Maan Meri Jaan,King,,10/12/2022,"467,454,503","189,880,241","397,715",0
Show Me How,Men I Trust,,2/28/2018,"466,462,034","1,503,260,547","989,841",0
Diosa,Myke Towers,,1/24/2020,"465,811,322","196,656,614","789,689",1
Players,Coi Leray,,11/30/2022,"465,588,517","4,784,803,362","5,620,077",1
Country Girl (Shake It For Me),Luke Bryan,,1/1/2011,"464,203,349","136,935,165","2,256,949",0
Smokin Out The Window,Bruno Mars,1,11/5/2021,"463,977,298","26,701,713","1,849,092",0
Smile (with The Weeknd),Juice WRLD,,7/10/2020,"463,970,393","1,309,847","793,274",1
The Weekend - Funk Wav Remix,SZA,0,12/15/2017,"463,298,197","615,951,784","1,300,812",0
HARLEY QUINN,Fuerza Regida,,10/18/2023,"462,284,590","1,947,539,058","1,075,943",1
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcï¿½ï¿½,,9/30/2016,"462,055,272","648,582,782","1,569,987",1
my future,Billie Eilish,1,7/30/2020,"461,892,532","123,540,119","1,143,845",0
Afterglow,Ed Sheeran,,1/1/2020,"461,495,506","574,322,224","4,121,636",0
You Make It Easy,Jason Aldean,,1/26/2018,"461,456,306","48,036,714","1,717,815",0
The Bones,Maren Morris,,2/22/2019,"461,420,009","123,888,567","2,469,386",0
NI BIEN NI MAL,Bad Bunny,1,12/23/2018,"461,199,840","170,750,243","889,933",1
Bad Memories (feat. Elley Duhï¿½ï¿½ & FAST ,MEDUZA,,7/22/2022,"460,973,352","202,563,112","3,373,945",0
edamame (feat. Rich Brian),bbno$,,7/24/2021,"460,770,585","5,783,885,492","5,556,466",1
(It Goes Like) Nanana - Edit,Peggy Gou,,6/15/2023,"460,156,070","1,032,799,567","9,279,625",0
DEUTSCHLAND,Rammstein,,3/28/2019,"460,008,347","46,078,194","1,215,795",0
Black Swan,BTS,0,1/17/2020,"459,923,962","535,835,122","1,357,648",0
How Do I Say Goodbye,Dean Lewis,,8/5/2022,"459,712,644","749,847,975","2,330,861",0
Girls Want Girls (with Lil Baby),Drake,0,9/3/2021,"459,480,135","550,340,528","1,506,723",1
LA FAMA,ROSALï¿½,,11/11/2021,"459,476,092","399,821,879","3,574,604",0
Coco Chanel,Eladio Carrion,,3/17/2023,"459,282,058","147,682,062","742,228",1
IDOL,BTS,0,8/24/2018,"458,842,811","664,328,364","1,649,510",0
ANTIFRAGILE,LE SSERAFIM,,10/17/2022,"458,713,465","1,964,836,293","575,592",0
Wiggle (feat. Snoop Dogg),Jason Derulo,,9/10/2013,"458,706,557","1,599,868,506","10,208,674",0
The Adults Are Talking,The Strokes,,4/10/2020,"457,933,102","521,061,584","1,670,342",0
Control,Zoe Wees,,3/13/2020,"457,848,626","1,783,816,089","6,554,675",0
Buy Dirt,Jordan Davis,,5/21/2021,"457,254,811","280,557,815","958,724",0
Cover Me Up,Morgan Wallen,,4/5/2019,"457,252,350","226,942,604","821,584",0
I Hate U,SZA,0,12/3/2021,"456,871,037","1,676,387,442","1,854,776",1
On The Floor,Jennifer Lopez,,1/1/2011,"456,241,170","1,446,146,402","243,509",0
Cruise,Florida Georgia Line,,1/1/2012,"455,780,340","11,785,941","2,690,275",0
Satellite,Harry Styles,,5/20/2022,"455,718,141","440,110,491","1,138,012",0
"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,,12/29/2021,"454,467,751","13,072","826,070",0
Remember,Becky Hill,,4/23/2021,"453,644,642","86,516,663","1,721,093",0
Low,SZA,0,12/9/2022,"452,881,574","449,104,323","884,773",1
she's all i wanna be,Tate McRae,,2/4/2022,"452,628,341","230,696,336","2,526,560",0
Build a Bitch,Bella Poarch,,5/14/2021,"452,542,081","10,270,227,664","2,055,722",1
ON,BTS,0,2/21/2020,"452,491,920","359,662,248","1,247,966",0
Medallo,Blessd,,10/27/2021,"452,087,681","754,567,803","1,414,880",1
Out of Time,The Weeknd,1,2/5/2021,"451,878,749","233,301,151","1,722,436",0
Praise God,Kanye West,,8/29/2021,"451,323,154","4,707,280,248","3,075,257",0
Djadja,Aya Nakamura,,4/6/2018,"449,300,755","125,615,755","8,075,024",0
Wide Awake,Katy Perry,,1/1/2012,"447,997,798","63,097,743","4,506,047",0
Good News,Mac Miller,,1/9/2020,"447,761,883","367,511,487","666,198",0
TKN (feat. Travis Scott),ROSALï¿½,,5/28/2020,"447,192,467","1,990,567,953","2,921,983",0
Memories,Conan Gray,,4/15/2022,"445,742,307","299,317,588","2,074,587",0
Sum 2 Prove,Lil Baby,,1/10/2020,"444,934,033","238,372,502","1,925,871",1
Ferxxo 100,Feid,,6/3/2022,"444,613,276","179,088,549","872,227",0
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,,1/21/2021,"443,854,471","1,840,016,706","3,586,364",0
BREAK MY SOUL,Beyoncï¿,,6/21/2022,"443,564,590","1,231,848,412","2,682,867",0
CAIRO,KAROL G,,11/13/2022,"443,093,379","600,184,949","1,174,788",1
What is Love,TWICE,0,4/9/2018,"442,941,122","995,480,226","702,566",0
To the Bone,Pamungkas,,6/14/2019,"442,614,126","1,424,731,067","403,782",0
YuNg BrAtZ,XXXTENTACION,,5/16/2017,"442,472,374","437,018,233","1,002,168",1
Hallelujah,Pentatonix,,10/21/2016,"441,916,342","26,604,065","2,127,258",0
FLOWER,JISOO,,3/31/2023,"440,364,356","6,724,997,940","1,058,579",0
Did It Again,Lil Tecca,,7/24/2019,"440,181,206","7,112,170","391,268",1
Run BTS,BTS,0,6/10/2022,"439,395,056","2,849,048,545","951,555",0
One Man Band,Old Dominion,,1/18/2019,"439,281,048","60,781,778","1,750,559",0
Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Rauw Alejandro,,3/26/2020,"439,049,524","1,774,594","568,549",0
Cover Me In Sunshine,P!nk,,2/12/2021,"439,034,558","296,160,904","3,598,273",0
MI EX TENï¿½ï¿½A RA,KAROL G,,8/10/2023,"438,796,949","782,582,119","865,444",0
Something About You,Eyedress,,6/3/2021,"438,511,316","434,155,492","1,611,142",0
Se Te Nota (with Guaynaa),Lele Pons,,9/2/2020,"437,956,158","1,108,855,948","1,265,186",0
JGL,La Adictiva,,2/18/2022,"437,825,141","550,954,115","641,134",1
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,,5/8/2020,"437,558,372","88,146,717","3,913,562",0
Fingers Crossed,Lauren Spencer Smith,,1/5/2022,"437,029,775","261,236,772","2,895,512",0
Sexy And I Know It,LMFAO,,1/1/2011,"436,722,440","927,660,445","6,761,782",0
Pretty Savage,BLACKPINK,,10/2/2020,"435,823,355","1,021,702,238","733,704",0
A La Antigï¿½ï¿,Calibre 50,,2/5/2021,"435,614,687","823,863,869","969,111",0
Que Calor (with J Balvin & El Alfa),Major Lazer,,10/19/2018,"433,664,050","1,344,891,926","4,070,551",0
bad idea right?,Olivia Rodrigo,,8/11/2023,"433,515,672","839,351,640","706,445",1
Perro Fiel (feat. Nicky Jam),Shakira,,5/26/2017,"433,482,670","415,634,670","3,345,147",0
7 Summers,Morgan Wallen,,8/14/2020,"433,429,705","273,205,308","667,963",0
Sobredosis (feat. Ozuna),Romeo Santos,,7/21/2017,"433,074,753","271,273,148","2,169,286",0
Frï¿½ï¿½gil (feat. Grupo Front,Yahritza Y Su Esencia,,4/7/2023,"432,988,420","750,998,497","1,407,776",0
Andrea,Bad Bunny,1,5/6/2022,"432,885,913","1,232,405,599","901,897",1
El Tï¿½ï¿½,Grupo Firme,,10/27/2020,"432,634,168","168,805,311","1,109,128",0
Quiere Beber,Anuel AA,,7/17/2018,"432,365,949","34,316,786","1,717,726",0
VIBEZ,DaBaby,,9/27/2019,"432,315,500","1,119,929,038","1,172,142",1
The Feels,TWICE,0,10/1/2021,"431,638,330","2,323,894,242","910,474",0
Ya No Tiene Novio,Sebastian Yatra,,8/10/2018,"431,529,832","43,241,693","945,157",0
Snow On The Beach (feat. Lana Del Rey),Taylor Swift,1,10/21/2022,"429,910,250","380,293,826","426,764",1
Savage (feat. Beyoncï¿½ï¿½) - R,Megan Thee Stallion,,4/29/2020,"428,986,855","7,823,796,917","2,104,217",1
SO DONE,The Kid LAROI,,10/23/2020,"428,787,524","116,127,311","636,078",0
Adictiva,Daddy Yankee,,11/9/2018,"428,271,245","67,856,339","1,097,094",0
redrum,21 Savage,,1/12/2024,"428,233,003","43,993,800","2,490,071",1
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,,9/16/2021,"428,189,728","11,653,604,916","5,024,951",1
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,,9/22/2022,"428,164,381","419,346,148","5,323,336",1
The Spectre,Alan Walker,,9/15/2017,"428,110,164","1,924,971,468","3,283,494",0
Close Friends (Lil Baby & Gunna),Lil Baby,,10/4/2018,"428,009,373","46,571,795","2,437,123",1
Mi Cuarto,Jerry Di,,4/3/2020,"427,998,483","420,502,302","1,574,049",0
Gato de Noche,ýýengo Flow,,12/22/2022,"427,842,597","92,071,601","688,397",1
